fk_trademark_gid,sequence_no,renewal_filed_dt,renewal_begin_effective_dt,renewal_end_effective_dt,lock_control_no,create_ts,create_user_id,last_mod_ts,last_mod_user_id,cfk_transaction_instance_gid,begin_effective_ts,end_effective_ts,action_ct
Trademark:0:70043317,1,1974-09-06T00:00:00.000Z,1974-09-06T00:00:00.000Z,null,0,2016-03-16T21:16:31.633Z,3333330002,2016-03-16T21:16:31.633Z,3333330002,Transaction:0:1,2016-03-16T21:16:31.633Z,null,I
Trademark:0:70011210,1,2014-05-27T00:00:00.000Z,2014-05-27T00:00:00.000Z,null,0,2016-03-16T21:16:29.837Z,3333330002,2016-03-16T21:16:29.837Z,3333330002,Transaction:0:1,2016-03-16T21:16:29.837Z,2023-06-24T12:07:14.294Z,I
Trademark:0:70011408,1,1974-08-12T00:00:00.000Z,1974-08-12T00:00:00.000Z,null,0,2016-03-16T21:16:29.860Z,3333330002,2016-03-16T21:16:29.860Z,3333330002,Transaction:0:1,2016-03-16T21:16:29.860Z,null,I
Trademark:0:70011709,1,1974-11-25T00:00:00.000Z,1974-11-25T00:00:00.000Z,null,0,2016-03-16T21:16:29.861Z,3333330002,2016-03-16T21:16:29.861Z,3333330002,Transaction:0:1,2016-03-16T21:16:29.861Z,null,I
Trademark:0:70011710,1,1974-11-25T00:00:00.000Z,1974-11-25T00:00:00.000Z,null,0,2016-03-16T21:16:29.862Z,3333330002,2016-03-16T21:16:29.862Z,3333330002,Transaction:0:1,2016-03-16T21:16:29.862Z,null,I
Trademark:0:70011711,1,1974-11-25T00:00:00.000Z,1974-11-25T00:00:00.000Z,null,0,2016-03-16T21:16:29.864Z,3333330002,2016-03-16T21:16:29.864Z,3333330002,Transaction:0:1,2016-03-16T21:16:29.864Z,null,I
Trademark:0:70011863,1,1975-01-20T00:00:00.000Z,1975-01-20T00:00:00.000Z,null,0,2016-03-16T21:16:29.864Z,3333330002,2016-03-16T21:16:29.864Z,3333330002,Transaction:0:1,2016-03-16T21:16:29.864Z,null,I
Trademark:0:70012355,1,1975-06-30T00:00:00.000Z,1975-06-30T00:00:00.000Z,null,0,2016-03-16T21:16:29.865Z,3333330002,2016-03-16T21:16:29.865Z,3333330002,Transaction:0:1,2016-03-16T21:16:29.865Z,null,I
Trademark:0:70012441,1,1995-07-28T00:00:00.000Z,1995-07-28T00:00:00.000Z,null,0,2016-03-16T21:16:29.866Z,3333330002,2016-03-16T21:16:29.866Z,3333330002,Transaction:0:1,2016-03-16T21:16:29.866Z,null,I
Trademark:0:70012442,1,1975-07-28T00:00:00.000Z,1975-07-28T00:00:00.000Z,null,0,2016-03-16T21:16:29.867Z,3333330002,2016-03-16T21:16:29.867Z,3333330002,Transaction:0:1,2016-03-16T21:16:29.867Z,null,I
Trademark:0:70012443,1,1995-07-28T00:00:00.000Z,1995-07-28T00:00:00.000Z,null,0,2016-03-16T21:16:29.867Z,3333330002,2016-03-16T21:16:29.867Z,3333330002,Transaction:0:1,2016-03-16T21:16:29.867Z,null,I
Trademark:0:70012857,1,1975-12-15T00:00:00.000Z,1975-12-15T00:00:00.000Z,null,0,2016-03-16T21:16:29.868Z,3333330002,2016-03-16T21:16:29.868Z,3333330002,Transaction:0:1,2016-03-16T21:16:29.868Z,null,I
Trademark:0:70013054,1,1976-02-23T00:00:00.000Z,1976-02-23T00:00:00.000Z,null,0,2016-03-16T21:16:29.899Z,3333330002,2016-03-16T21:16:29.899Z,3333330002,Transaction:0:1,2016-03-16T21:16:29.899Z,null,I
Trademark:0:70013064,1,2016-03-02T00:00:00.000Z,2016-03-02T00:00:00.000Z,null,0,2016-03-16T21:16:29.930Z,3333330002,2016-03-16T21:16:29.930Z,3333330002,Transaction:0:1,2016-03-16T21:16:29.930Z,null,I
Trademark:0:70013253,1,2016-04-27T00:00:00.000Z,2016-04-27T00:00:00.000Z,null,0,2016-03-16T21:16:29.976Z,3333330002,2016-03-16T21:16:29.976Z,3333330002,Transaction:0:1,2016-03-16T21:16:29.976Z,null,I
Trademark:0:70013299,1,1976-05-11T00:00:00.000Z,1976-05-11T00:00:00.000Z,null,0,2016-03-16T21:16:29.982Z,3333330002,2016-03-16T21:16:29.982Z,3333330002,Transaction:0:1,2016-03-16T21:16:29.982Z,null,I
Trademark:0:70013498,1,1976-07-13T00:00:00.000Z,1976-07-13T00:00:00.000Z,null,0,2016-03-16T21:16:29.985Z,3333330002,2016-03-16T21:16:29.985Z,3333330002,Transaction:0:1,2016-03-16T21:16:29.985Z,null,I
Trademark:0:70014118,1,1977-03-01T00:00:00.000Z,1977-03-01T00:00:00.000Z,null,0,2016-03-16T21:16:29.986Z,3333330002,2016-03-16T21:16:29.986Z,3333330002,Transaction:0:1,2016-03-16T21:16:29.986Z,null,I
Trademark:0:70014364,1,1977-05-10T00:00:00.000Z,1977-05-10T00:00:00.000Z,null,0,2016-03-16T21:16:29.992Z,3333330002,2016-03-16T21:16:29.992Z,3333330002,Transaction:0:1,2016-03-16T21:16:29.992Z,null,I
Trademark:0:70014441,1,1977-05-24T00:00:00.000Z,1977-05-24T00:00:00.000Z,null,0,2016-03-16T21:16:29.993Z,3333330002,2016-03-16T21:16:29.993Z,3333330002,Transaction:0:1,2016-03-16T21:16:29.993Z,null,I
Trademark:0:70015086,1,1978-01-10T00:00:00.000Z,1978-01-10T00:00:00.000Z,null,0,2016-03-16T21:16:29.996Z,3333330002,2016-03-16T21:16:29.996Z,3333330002,Transaction:0:1,2016-03-16T21:16:29.996Z,null,I
Trademark:0:70015321,1,1978-03-27T00:00:00.000Z,1978-03-27T00:00:00.000Z,null,0,2016-03-16T21:16:29.998Z,3333330002,2016-03-16T21:16:29.998Z,3333330002,Transaction:0:1,2016-03-16T21:16:29.998Z,null,I
Trademark:0:70015801,1,1978-08-21T00:00:00.000Z,1978-08-21T00:00:00.000Z,null,0,2016-03-16T21:16:30.000Z,3333330002,2016-03-16T21:16:30.000Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.000Z,null,I
Trademark:0:70015960,1,1978-10-23T00:00:00.000Z,1978-10-23T00:00:00.000Z,null,0,2016-03-16T21:16:30.001Z,3333330002,2016-03-16T21:16:30.001Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.001Z,null,I
Trademark:0:70016114,1,1978-12-25T00:00:00.000Z,1978-12-25T00:00:00.000Z,null,0,2016-03-16T21:16:30.006Z,3333330002,2016-03-16T21:16:30.006Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.006Z,null,I
Trademark:0:70016314,1,1979-02-26T00:00:00.000Z,1979-02-26T00:00:00.000Z,null,0,2016-03-16T21:16:30.007Z,3333330002,2016-03-16T21:16:30.007Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.007Z,null,I
Trademark:0:70016443,1,1979-04-02T00:00:00.000Z,1979-04-02T00:00:00.000Z,null,0,2016-03-16T21:16:30.008Z,3333330002,2016-03-16T21:16:30.008Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.008Z,2023-06-17T13:19:33.750Z,I
Trademark:0:70016486,1,1979-04-09T00:00:00.000Z,1979-04-09T00:00:00.000Z,null,0,2016-03-16T21:16:30.021Z,3333330002,2016-03-16T21:16:30.021Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.021Z,null,I
Trademark:0:70016851,1,2009-07-23T00:00:00.000Z,2009-07-23T00:00:00.000Z,null,0,2016-03-16T21:16:30.023Z,3333330002,2016-03-16T21:16:30.023Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.023Z,2018-08-27T08:48:19.696Z,I
Trademark:0:70017825,1,1980-04-29T00:00:00.000Z,1980-04-29T00:00:00.000Z,null,0,2016-03-16T21:16:30.024Z,3333330002,2016-03-16T21:16:30.024Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.024Z,null,I
Trademark:0:70017953,1,2010-05-27T00:00:00.000Z,2010-05-27T00:00:00.000Z,null,0,2016-03-16T21:16:30.025Z,3333330002,2016-03-16T21:16:30.025Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.025Z,null,I
Trademark:0:70017960,1,1980-05-27T00:00:00.000Z,1980-05-27T00:00:00.000Z,null,0,2016-03-16T21:16:30.030Z,3333330002,2016-03-16T21:16:30.030Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.030Z,null,I
Trademark:0:70018321,1,1980-08-19T00:00:00.000Z,1980-08-19T00:00:00.000Z,null,0,2016-03-16T21:16:30.043Z,3333330002,2016-03-16T21:16:30.043Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.043Z,null,I
Trademark:0:70018423,1,2000-09-09T00:00:00.000Z,2000-09-09T00:00:00.000Z,null,0,2016-03-16T21:16:30.044Z,3333330002,2016-03-16T21:16:30.044Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.044Z,null,I
Trademark:0:70019225,1,1981-03-24T00:00:00.000Z,1981-03-24T00:00:00.000Z,null,0,2016-03-16T21:16:30.077Z,3333330002,2016-03-16T21:16:30.077Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.077Z,null,I
Trademark:0:70019634,1,1981-06-02T00:00:00.000Z,1981-06-02T00:00:00.000Z,null,0,2016-03-16T21:16:30.078Z,3333330002,2016-03-16T21:16:30.078Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.078Z,null,I
Trademark:0:70019678,1,2001-06-09T00:00:00.000Z,2001-06-09T00:00:00.000Z,null,0,2016-03-16T21:16:30.081Z,3333330002,2016-03-16T21:16:30.081Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.081Z,null,I
Trademark:0:70019679,1,2001-06-09T00:00:00.000Z,2001-06-09T00:00:00.000Z,null,0,2016-03-16T21:16:30.085Z,3333330002,2016-03-16T21:16:30.085Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.085Z,null,I
Trademark:0:70019680,1,2001-06-09T00:00:00.000Z,2001-06-09T00:00:00.000Z,null,0,2016-03-16T21:16:30.088Z,3333330002,2016-03-16T21:16:30.088Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.088Z,null,I
Trademark:0:70019752,1,1981-06-23T00:00:00.000Z,1981-06-23T00:00:00.000Z,null,0,2016-03-16T21:16:30.091Z,3333330002,2016-03-16T21:16:30.091Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.091Z,null,I
Trademark:0:70019979,1,1981-08-04T00:00:00.000Z,1981-08-04T00:00:00.000Z,null,0,2016-03-16T21:16:30.094Z,3333330002,2016-03-16T21:16:30.094Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.094Z,null,I
Trademark:0:70020175,1,1981-09-29T00:00:00.000Z,1981-09-29T00:00:00.000Z,null,0,2016-03-16T21:16:30.111Z,3333330002,2016-03-16T21:16:30.111Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.111Z,null,I
Trademark:0:70020737,1,1962-02-16T00:00:00.000Z,1962-02-16T00:00:00.000Z,null,0,2016-03-16T21:16:30.112Z,3333330002,2016-03-16T21:16:30.112Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.112Z,null,I
Trademark:0:70020770,1,1982-02-23T00:00:00.000Z,1982-02-23T00:00:00.000Z,null,0,2016-03-16T21:16:30.115Z,3333330002,2016-03-16T21:16:30.115Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.115Z,null,I
Trademark:0:70020903,1,2002-03-29T00:00:00.000Z,2002-03-29T00:00:00.000Z,null,0,2016-03-16T21:16:30.117Z,3333330002,2016-03-16T21:16:30.117Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.117Z,null,I
Trademark:0:70020911,1,1912-01-23T00:00:00.000Z,1912-01-23T00:00:00.000Z,null,0,2016-03-16T21:16:30.118Z,3333330002,2016-03-16T21:16:30.118Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.118Z,null,I
Trademark:0:70020942,1,1982-04-05T00:00:00.000Z,1982-04-05T00:00:00.000Z,null,0,2016-03-16T21:16:30.122Z,3333330002,2016-03-16T21:16:30.122Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.122Z,null,I
Trademark:0:70020952,1,1982-04-05T00:00:00.000Z,1982-04-05T00:00:00.000Z,null,0,2016-03-16T21:16:30.124Z,3333330002,2016-03-16T21:16:30.124Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.124Z,null,I
Trademark:0:70020970,1,1912-03-15T00:00:00.000Z,1912-03-15T00:00:00.000Z,null,0,2016-03-16T21:16:30.125Z,3333330002,2016-03-16T21:16:30.125Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.125Z,null,I
Trademark:0:70021085,1,2012-05-10T00:00:00.000Z,2012-05-10T00:00:00.000Z,null,0,2016-03-16T21:16:30.127Z,3333330002,2016-03-16T21:16:30.127Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.127Z,2022-06-20T19:35:28.184Z,I
Trademark:0:70021191,1,1912-04-05T00:00:00.000Z,1912-04-05T00:00:00.000Z,null,0,2016-03-16T21:16:30.129Z,3333330002,2016-03-16T21:16:30.129Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.129Z,null,I
Trademark:0:70021208,1,1982-05-31T00:00:00.000Z,1982-05-31T00:00:00.000Z,null,0,2016-03-16T21:16:30.136Z,3333330002,2016-03-16T21:16:30.136Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.136Z,null,I
Trademark:0:70021340,1,1982-06-21T00:00:00.000Z,1982-06-21T00:00:00.000Z,null,0,2016-03-16T21:16:30.137Z,3333330002,2016-03-16T21:16:30.137Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.137Z,null,I
Trademark:0:70021464,1,2012-07-19T00:00:00.000Z,2012-07-19T00:00:00.000Z,null,0,2016-03-16T21:16:30.147Z,3333330002,2016-03-16T21:16:30.147Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.147Z,2022-03-10T15:12:32.742Z,I
Trademark:0:70021571,1,1982-08-09T00:00:00.000Z,1982-08-09T00:00:00.000Z,null,0,2016-03-16T21:16:30.230Z,3333330002,2016-03-16T21:16:30.230Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.230Z,null,I
Trademark:0:70021676,1,1982-08-23T00:00:00.000Z,1982-08-23T00:00:00.000Z,null,0,2016-03-16T21:16:30.234Z,3333330002,2016-03-16T21:16:30.234Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.234Z,null,I
Trademark:0:70021716,1,1982-09-06T00:00:00.000Z,1982-09-06T00:00:00.000Z,null,0,2016-03-16T21:16:30.238Z,3333330002,2016-03-16T21:16:30.238Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.238Z,null,I
Trademark:0:70021734,1,1982-09-13T00:00:00.000Z,1982-09-13T00:00:00.000Z,null,0,2016-03-16T21:16:30.241Z,3333330002,2016-03-16T21:16:30.241Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.241Z,null,I
Trademark:0:70021856,1,1982-10-11T00:00:00.000Z,1982-10-11T00:00:00.000Z,null,0,2016-03-16T21:16:30.244Z,3333330002,2016-03-16T21:16:30.244Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.244Z,null,I
Trademark:0:70021900,1,1982-11-01T00:00:00.000Z,1982-11-01T00:00:00.000Z,null,0,2016-03-16T21:16:30.337Z,3333330002,2016-03-16T21:16:30.337Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.337Z,null,I
Trademark:0:70022335,1,1983-01-10T00:00:00.000Z,1983-01-10T00:00:00.000Z,null,0,2016-03-16T21:16:30.344Z,3333330002,2016-03-16T21:16:30.344Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.344Z,null,I
Trademark:0:70022394,1,1913-01-31T00:00:00.000Z,1913-01-31T00:00:00.000Z,null,0,2016-03-16T21:16:30.347Z,3333330002,2016-03-16T21:16:30.347Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.347Z,2023-06-17T10:19:25.886Z,I
Trademark:0:70022406,1,2013-01-31T00:00:00.000Z,2013-01-31T00:00:00.000Z,null,0,2016-03-16T21:16:30.365Z,3333330002,2016-03-16T21:16:30.365Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.365Z,2018-08-15T09:50:21.309Z,I
Trademark:0:70022546,1,1983-02-28T00:00:00.000Z,1983-02-28T00:00:00.000Z,null,0,2016-03-16T21:16:30.370Z,3333330002,2016-03-16T21:16:30.370Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.370Z,null,I
Trademark:0:70022547,1,1983-02-28T00:00:00.000Z,1983-02-28T00:00:00.000Z,null,0,2016-03-16T21:16:30.373Z,3333330002,2016-03-16T21:16:30.373Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.373Z,null,I
Trademark:0:70022548,1,1983-02-28T00:00:00.000Z,1983-02-28T00:00:00.000Z,null,0,2016-03-16T21:16:30.376Z,3333330002,2016-03-16T21:16:30.376Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.376Z,null,I
Trademark:0:70022623,1,1983-03-07T00:00:00.000Z,1983-03-07T00:00:00.000Z,null,0,2016-03-16T21:16:30.379Z,3333330002,2016-03-16T21:16:30.379Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.379Z,null,I
Trademark:0:70023017,1,2013-05-16T00:00:00.000Z,2013-05-16T00:00:00.000Z,null,0,2016-03-16T21:16:30.386Z,3333330002,2016-03-16T21:16:30.386Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.386Z,2023-04-07T17:23:21.205Z,I
Trademark:0:70023089,1,2003-05-23T00:00:00.000Z,2003-05-23T00:00:00.000Z,null,0,2016-03-16T21:16:30.390Z,3333330002,2016-03-16T21:16:30.390Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.390Z,null,I
Trademark:0:70023291,1,1983-07-04T00:00:00.000Z,1983-07-04T00:00:00.000Z,null,0,2016-03-16T21:16:30.396Z,3333330002,2016-03-16T21:16:30.396Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.396Z,null,I
Trademark:0:70023353,1,1983-07-11T00:00:00.000Z,1983-07-11T00:00:00.000Z,null,0,2016-03-16T21:16:30.396Z,3333330002,2016-03-16T21:16:30.396Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.396Z,null,I
Trademark:0:70023420,1,1983-07-25T00:00:00.000Z,1983-07-25T00:00:00.000Z,null,0,2016-03-16T21:16:30.401Z,3333330002,2016-03-16T21:16:30.401Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.401Z,null,I
Trademark:0:70023441,1,1983-08-01T00:00:00.000Z,1983-08-01T00:00:00.000Z,null,0,2016-03-16T21:16:30.401Z,3333330002,2016-03-16T21:16:30.401Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.401Z,null,I
Trademark:0:70023509,1,1983-08-15T00:00:00.000Z,1983-08-15T00:00:00.000Z,null,0,2016-03-16T21:16:30.419Z,3333330002,2016-03-16T21:16:30.419Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.419Z,null,I
Trademark:0:70023572,1,2013-09-05T00:00:00.000Z,2013-09-05T00:00:00.000Z,null,0,2016-03-16T21:16:30.426Z,3333330002,2016-03-16T21:16:30.426Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.426Z,2017-11-19T12:52:37.028Z,I
Trademark:0:70023573,1,2013-09-05T00:00:00.000Z,2013-09-05T00:00:00.000Z,null,0,2016-03-16T21:16:30.430Z,3333330002,2016-03-16T21:16:30.430Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.430Z,2017-11-19T13:54:26.245Z,I
Trademark:0:70023770,1,2003-10-31T00:00:00.000Z,2003-10-31T00:00:00.000Z,null,0,2016-03-16T21:16:30.436Z,3333330002,2016-03-16T21:16:30.436Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.436Z,null,I
Trademark:0:70023782,1,2013-11-07T00:00:00.000Z,2013-11-07T00:00:00.000Z,null,0,2016-03-16T21:16:30.512Z,3333330002,2016-03-16T21:16:30.512Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.512Z,2023-11-05T11:57:08.751Z,I
Trademark:0:70023850,1,2013-11-21T00:00:00.000Z,2013-11-21T00:00:00.000Z,null,0,2016-03-16T21:16:30.581Z,3333330002,2016-03-16T21:16:30.581Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.581Z,2023-10-29T11:44:58.437Z,I
Trademark:0:70023873,1,1983-11-28T00:00:00.000Z,1983-11-28T00:00:00.000Z,null,0,2016-03-16T21:16:30.585Z,3333330002,2016-03-16T21:16:30.585Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.585Z,null,I
Trademark:0:70023877,1,2013-11-28T00:00:00.000Z,2013-11-28T00:00:00.000Z,null,0,2016-03-16T21:16:30.631Z,3333330002,2016-03-16T21:16:30.631Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.631Z,2023-10-29T14:47:20.785Z,I
Trademark:0:70023896,1,1983-12-05T00:00:00.000Z,1983-12-05T00:00:00.000Z,null,0,2016-03-16T21:16:30.646Z,3333330002,2016-03-16T21:16:30.646Z,3333330002,Transaction:0:1,2016-03-16T21:16:30.646Z,null,I
